sale_date,car_model,sales_amount,dealer,color,engine_capacity,model_year,horsepower,type
2025-01-29,Audi A6,21068,Dealer B,Green,2.0L,2024,168,Sports
2021-04-20,Toyota Camry,16297,Dealer B,Black,3.0L,2024,376,Sports
2023-01-21,Chevrolet Impala,45751,Dealer B,Gray,3.5L,2025,163,Premium
2022-01-01,Audi A4,19947,Dealer B,Gray,3.0L,2024,325,SUV
2023-01-04,Toyota Corolla,50902,Dealer B,Green,3.0L,2023,300,Sports
2022-11-06,Chevrolet Impala,36154,Dealer B,Gray,3.0L,2024,250,SUV
2020-03-31,Ford Mustang,31771,Dealer B,Red,3.0L,2025,367,Standard Sedan
2020-02-27,BMW 3 Series,52775,Dealer B,Red,3.0L,2024,169,Premium
2021-12-10,Audi A6,22047,Dealer B,Gray,3.5L,2022,233,Standard Sedan
2020-01-07,Honda Civic,49773,Dealer B,Green,3.0L,2020,227,SUV
2023-12-26,Ford Focus,52970,Dealer B,Green,3.5L,2020,350,Sports
2023-03-08,BMW 5 Series,50289,Dealer B,White,2.0L,2024,243,SUV
2021-03-27,Chevrolet Impala,20874,Dealer B,Black,3.0L,2021,183,Sports
2024-04-01,Ford Mustang,24377,Dealer B,Gray,3.0L,2021,309,Intermediate Sedan
2024-04-23,Honda Civic,17873,Dealer B,Gray,2.5L,2024,208,Sports
2023-03-03,Honda Civic,48883,Dealer B,Silver,2.0L,2021,209,Standard Sedan
2021-10-28,Honda Accord,25411,Dealer B,Red,2.5L,2020,162,Sports
2022-11-02,Toyota Corolla,25697,Dealer B,Red,3.5L,2022,169,Intermediate Sedan
2020-04-28,Honda Accord,43737,Dealer B,Black,3.0L,2021,349,SUV
2024-07-29,Ford Focus,54849,Dealer B,Red,2.0L,2021,180,Premium
2020-03-30,BMW 3 Series,20502,Dealer B,Black,3.0L,2020,198,Intermediate Sedan
2021-02-25,Ford Mustang,51351,Dealer B,Gray,2.0L,2025,155,Sports
2020-05-19,Ford Mustang,39193,Dealer B,Silver,3.0L,2023,289,Standard Sedan
2021-03-27,Toyota Corolla,54173,Dealer B,Blue,2.5L,2021,379,Sports
2020-08-26,Audi A6,49666,Dealer B,Gray,2.5L,2021,312,Standard Sedan
2020-11-08,Ford Mustang,57401,Dealer B,Silver,3.5L,2020,396,Premium
2021-04-27,Honda Civic,49191,Dealer B,Green,3.0L,2023,258,SUV
2022-01-20,BMW 3 Series,46088,Dealer B,Green,3.0L,2021,394,Standard Sedan
2020-11-05,Chevrolet Impala,57074,Dealer B,Blue,3.5L,2023,275,Standard Sedan
2023-12-27,Ford Mustang,21274,Dealer B,Black,3.5L,2022,256,Intermediate Sedan
2021-10-19,Toyota Corolla,15235,Dealer B,White,2.5L,2021,271,Standard Sedan
2024-01-04,BMW 3 Series,17259,Dealer B,Gray,2.0L,2020,394,Standard Sedan
2021-03-02,BMW 5 Series,25355,Dealer B,Red,2.5L,2024,324,SUV
2021-05-30,Chevrolet Malibu,28433,Dealer B,Silver,2.0L,2025,245,Intermediate Sedan
2021-01-08,Ford Mustang,40833,Dealer B,Gray,3.0L,2022,274,Premium
2022-02-24,Toyota Camry,52406,Dealer B,Silver,2.5L,2024,386,Sports
2023-12-27,Toyota Camry,15431,Dealer B,Blue,3.5L,2020,161,SUV
2021-11-23,BMW 3 Series,39877,Dealer B,Silver,3.0L,2025,167,Standard Sedan
2021-10-23,BMW 3 Series,33245,Dealer B,Black,2.0L,2025,269,Standard Sedan
2023-07-04,Chevrolet Malibu,49337,Dealer B,Blue,3.0L,2024,364,Standard Sedan
2022-05-29,Honda Accord,25515,Dealer B,Silver,3.5L,2023,257,SUV
2022-12-03,Honda Accord,37857,Dealer B,Gray,3.5L,2025,332,SUV
2022-11-15,Toyota Camry,18979,Dealer B,Red,2.5L,2024,295,Standard Sedan
2022-06-09,Honda Civic,37256,Dealer B,Blue,3.0L,2023,361,Premium
2024-12-28,Toyota Camry,28232,Dealer B,Red,3.0L,2024,254,Premium
2022-03-05,Audi A4,46407,Dealer B,Blue,3.5L,2023,219,Intermediate Sedan
2020-02-25,Chevrolet Impala,20083,Dealer B,Blue,2.0L,2020,309,Intermediate Sedan
2022-12-08,Toyota Camry,25960,Dealer B,Red,2.0L,2021,213,SUV
2023-07-22,BMW 3 Series,38678,Dealer B,Black,3.0L,2022,376,Premium
2021-11-16,Toyota Corolla,42839,Dealer B,Red,3.5L,2021,335,Standard Sedan
2025-03-14,Chevrolet Malibu,28286,Dealer B,Blue,2.0L,2025,208,Intermediate Sedan
2023-04-10,Toyota Corolla,21006,Dealer B,Gray,2.5L,2024,179,Intermediate Sedan
2021-10-23,Toyota Corolla,38397,Dealer B,Blue,2.5L,2022,389,Intermediate Sedan
2024-07-25,Toyota Corolla,28674,Dealer B,Green,2.5L,2020,318,SUV
2022-06-03,Honda Accord,25110,Dealer B,Red,3.0L,2021,228,SUV
2022-06-08,Toyota Corolla,27282,Dealer B,White,2.5L,2022,226,Sports
2024-11-10,Honda Accord,18601,Dealer B,Red,3.5L,2025,279,Premium
2020-08-08,Toyota Camry,15829,Dealer B,Silver,2.5L,2024,358,Sports
2024-10-16,Honda Civic,20639,Dealer B,Black,2.5L,2021,263,Sports
2020-04-02,BMW 5 Series,36946,Dealer B,Red,2.0L,2020,223,Sports
2023-09-15,Ford Focus,58766,Dealer B,White,2.5L,2025,213,Intermediate Sedan
2022-02-18,Ford Mustang,41684,Dealer B,Gray,2.5L,2021,306,SUV
2022-03-11,Toyota Camry,56846,Dealer B,Black,2.0L,2025,190,SUV
2024-12-22,Audi A6,25605,Dealer B,Black,3.0L,2021,262,SUV
2021-08-17,Honda Accord,49409,Dealer B,Silver,2.5L,2024,154,Standard Sedan
2020-05-08,Ford Mustang,57852,Dealer B,Green,3.0L,2024,214,SUV
2023-10-15,Toyota Camry,45768,Dealer B,Silver,3.5L,2023,309,Sports
2022-03-30,Chevrolet Malibu,50503,Dealer B,White,3.0L,2020,177,SUV
2023-11-01,Audi A6,54167,Dealer B,Red,2.5L,2022,151,Sports
2024-05-30,BMW 3 Series,32635,Dealer B,Black,3.5L,2020,311,Premium
2020-05-26,Audi A6,46620,Dealer B,Silver,3.5L,2020,287,Standard Sedan
2021-04-01,Honda Accord,38190,Dealer B,Silver,3.0L,2021,340,Intermediate Sedan
2020-10-09,BMW 5 Series,53242,Dealer B,Gray,2.0L,2021,374,Intermediate Sedan
2020-01-19,BMW 5 Series,17732,Dealer B,Red,2.0L,2025,224,Intermediate Sedan
2025-01-16,BMW 5 Series,53862,Dealer B,White,3.0L,2021,361,Standard Sedan
2023-09-29,Toyota Corolla,33375,Dealer B,Blue,2.5L,2023,192,SUV
2020-10-26,Audi A4,36135,Dealer B,White,3.0L,2020,272,Standard Sedan
2020-06-21,Ford Focus,50248,Dealer B,Gray,2.0L,2022,283,Premium
2023-01-13,Chevrolet Malibu,52584,Dealer B,Red,3.5L,2022,244,Standard Sedan
2020-11-03,BMW 3 Series,35855,Dealer B,White,2.0L,2021,384,Premium
2023-08-17,Audi A6,39708,Dealer B,Red,3.5L,2022,172,Standard Sedan
2022-11-21,BMW 3 Series,35699,Dealer B,Green,2.0L,2022,321,Sports
2023-07-08,BMW 3 Series,18832,Dealer B,White,2.5L,2021,268,Standard Sedan
2023-03-04,Chevrolet Impala,56412,Dealer B,Green,3.5L,2022,173,Sports
2020-12-30,Audi A6,19183,Dealer B,Gray,3.5L,2021,393,SUV
2025-02-25,Ford Focus,33549,Dealer B,Black,2.5L,2023,360,Sports
2024-12-11,Chevrolet Impala,41756,Dealer B,White,2.5L,2020,171,Premium
2021-07-03,Ford Mustang,46154,Dealer B,Green,3.5L,2023,174,SUV
2024-05-05,BMW 5 Series,51162,Dealer B,White,2.5L,2023,347,Standard Sedan
2021-05-19,Toyota Camry,46706,Dealer B,Blue,2.5L,2020,326,Sports
2020-07-20,Chevrolet Impala,53632,Dealer B,Green,2.5L,2022,252,Intermediate Sedan
2024-11-08,Honda Accord,49531,Dealer B,Blue,2.5L,2022,177,Premium
2021-02-17,Toyota Camry,22031,Dealer B,Green,2.0L,2025,283,Sports
2023-09-30,Honda Accord,30262,Dealer B,Blue,3.5L,2025,383,Sports
2021-09-06,Audi A6,39169,Dealer B,Gray,2.0L,2020,385,Premium
2024-07-23,Chevrolet Malibu,37242,Dealer B,Silver,3.5L,2020,222,Premium
2024-03-26,BMW 3 Series,30946,Dealer B,Gray,3.5L,2021,195,Intermediate Sedan
2020-09-18,Ford Focus,58315,Dealer B,Black,3.0L,2025,255,Sports
2024-02-01,BMW 3 Series,34977,Dealer B,Gray,3.0L,2024,154,Intermediate Sedan
2024-12-11,Honda Civic,40432,Dealer B,Green,2.0L,2021,201,Intermediate Sedan
2020-09-29,BMW 5 Series,49031,Dealer B,Red,2.5L,2021,308,Sports
2023-05-22,Ford Mustang,24178,Dealer B,Red,3.5L,2022,369,Sports
2022-06-21,Ford Focus,47041,Dealer B,Silver,3.5L,2025,155,Intermediate Sedan
2022-11-23,Audi A6,30233,Dealer B,White,2.5L,2022,214,SUV
2023-03-27,Ford Focus,51125,Dealer B,Green,3.0L,2023,218,SUV
2021-12-04,BMW 3 Series,24824,Dealer B,Silver,2.5L,2020,173,Intermediate Sedan
2020-10-21,Honda Accord,53791,Dealer B,White,2.0L,2023,376,Sports
2022-09-01,Honda Accord,52239,Dealer B,Green,2.0L,2021,384,SUV
2020-11-20,Ford Focus,59939,Dealer B,Green,2.0L,2020,202,Sports
2022-09-21,BMW 3 Series,32400,Dealer B,Blue,2.0L,2023,297,Intermediate Sedan
2023-11-04,Toyota Corolla,34713,Dealer B,Silver,2.0L,2025,229,Sports
2025-01-08,Audi A6,34117,Dealer B,Silver,3.0L,2021,383,SUV
2022-10-26,BMW 3 Series,19875,Dealer B,Blue,3.0L,2025,348,Premium
2021-05-27,Toyota Corolla,55231,Dealer B,Blue,3.0L,2020,227,Sports
2024-11-08,Honda Accord,23580,Dealer B,Blue,3.5L,2021,399,SUV
2020-08-23,Ford Mustang,45582,Dealer B,Silver,3.0L,2023,159,SUV
2020-12-12,Honda Accord,47514,Dealer B,Blue,3.0L,2022,246,Standard Sedan
2024-09-20,Honda Civic,22030,Dealer B,Black,3.5L,2020,172,Sports
2022-02-27,Chevrolet Malibu,26153,Dealer B,Blue,2.5L,2021,264,Sports
2020-09-20,BMW 5 Series,21888,Dealer B,Green,3.0L,2025,273,Sports
2020-12-13,Chevrolet Impala,46290,Dealer B,White,2.5L,2021,381,Premium
2020-09-11,Toyota Corolla,17167,Dealer B,Gray,3.5L,2022,361,SUV
2022-10-22,Ford Focus,20511,Dealer B,Black,2.0L,2023,361,Premium
2024-01-06,Honda Civic,38276,Dealer B,White,2.0L,2021,162,Sports
2020-12-05,Chevrolet Malibu,54685,Dealer B,White,2.0L,2025,304,Standard Sedan
2021-09-03,Ford Mustang,30018,Dealer B,Silver,3.5L,2021,259,Standard Sedan
2024-06-29,BMW 5 Series,55751,Dealer B,Gray,2.5L,2024,318,Sports
2023-03-06,Honda Civic,25803,Dealer B,Blue,2.5L,2025,173,Intermediate Sedan
2024-05-24,BMW 5 Series,18101,Dealer B,White,3.5L,2024,325,Premium
2024-04-29,BMW 3 Series,17651,Dealer B,Black,2.0L,2025,397,Standard Sedan
2024-03-05,Honda Civic,43727,Dealer B,Red,2.5L,2024,375,SUV
2023-10-04,BMW 5 Series,22111,Dealer B,Green,3.5L,2020,163,SUV
2021-08-11,Honda Accord,47504,Dealer B,Red,2.0L,2024,278,Intermediate Sedan
2022-09-17,Audi A4,21573,Dealer B,Blue,3.0L,2024,397,Standard Sedan
2024-07-01,BMW 5 Series,43019,Dealer B,Red,3.5L,2020,246,SUV
2022-05-16,Audi A6,50483,Dealer B,Red,2.5L,2023,304,Premium
2021-08-13,Honda Accord,32481,Dealer B,Black,3.0L,2022,309,Standard Sedan
2024-04-13,Toyota Camry,47723,Dealer B,Green,2.5L,2020,253,Sports
2024-02-14,Audi A6,21450,Dealer B,Black,2.5L,2021,284,Premium
2022-09-02,Ford Focus,55464,Dealer B,Red,3.5L,2021,312,Intermediate Sedan
2022-08-18,Audi A4,36675,Dealer B,Silver,2.5L,2020,150,Premium
2021-05-01,Ford Mustang,51436,Dealer B,Green,3.5L,2021,183,Intermediate Sedan
2021-11-04,Toyota Corolla,49550,Dealer B,Green,3.0L,2024,308,SUV
2022-05-31,Toyota Camry,55575,Dealer B,Blue,3.0L,2021,220,Sports
2020-10-06,Chevrolet Malibu,51753,Dealer B,Gray,2.5L,2020,281,Standard Sedan
2023-08-21,Audi A4,39815,Dealer B,Green,2.5L,2023,319,Sports
2024-03-23,Audi A6,38745,Dealer B,White,3.5L,2021,204,Intermediate Sedan
2020-10-08,BMW 5 Series,31108,Dealer B,Blue,3.5L,2024,335,Intermediate Sedan
2022-07-26,Honda Accord,46936,Dealer B,Red,3.0L,2023,214,Standard Sedan
2023-02-10,Toyota Camry,34875,Dealer B,Red,2.0L,2022,203,SUV
2024-04-02,Chevrolet Malibu,26345,Dealer B,Silver,2.5L,2022,162,Sports
2021-01-24,Toyota Corolla,50843,Dealer B,Green,2.5L,2020,252,Sports
2024-01-25,Ford Focus,29423,Dealer B,Red,2.5L,2025,355,Standard Sedan
2022-03-12,BMW 3 Series,29170,Dealer B,Green,2.5L,2022,191,Standard Sedan
2022-12-30,Audi A6,26864,Dealer B,Gray,2.0L,2022,205,SUV
2020-09-06,BMW 5 Series,15398,Dealer B,Black,2.5L,2024,329,SUV
2021-07-29,Audi A4,18693,Dealer B,Blue,3.5L,2024,224,Premium
2020-07-13,Ford Focus,36943,Dealer B,Gray,2.0L,2024,150,Intermediate Sedan
2025-01-08,Ford Mustang,21946,Dealer B,White,3.0L,2021,226,SUV
2020-09-16,Ford Mustang,43514,Dealer B,Blue,3.5L,2020,295,Intermediate Sedan
2021-09-29,Toyota Camry,16259,Dealer B,Silver,2.5L,2025,209,SUV
2023-08-06,Toyota Corolla,46329,Dealer B,White,3.5L,2023,231,Intermediate Sedan
2021-09-18,Chevrolet Malibu,25813,Dealer B,Red,2.0L,2022,150,Standard Sedan
2024-01-18,Audi A4,58925,Dealer B,Green,3.5L,2020,357,Standard Sedan
2023-11-12,Audi A4,51827,Dealer B,Silver,3.0L,2022,385,SUV
2021-05-03,BMW 5 Series,48918,Dealer B,Black,2.0L,2025,257,Sports
2020-03-17,Ford Focus,53480,Dealer B,White,2.0L,2022,318,SUV
2024-06-13,BMW 5 Series,54205,Dealer B,Red,3.0L,2022,376,Sports
2021-04-22,Audi A4,19358,Dealer B,Silver,2.0L,2023,157,Intermediate Sedan
2021-09-18,Chevrolet Malibu,22896,Dealer B,White,2.5L,2025,201,Premium
2022-05-23,Audi A4,17058,Dealer B,Gray,3.0L,2022,381,Premium
2021-12-24,Toyota Camry,45325,Dealer B,Black,2.0L,2025,189,Sports
2023-11-19,Honda Accord,56496,Dealer B,White,3.0L,2020,353,Standard Sedan
2020-11-04,BMW 5 Series,58904,Dealer B,Green,2.5L,2024,255,SUV
2023-10-31,Chevrolet Impala,34727,Dealer B,Silver,2.0L,2022,394,Premium
2022-08-27,Ford Focus,42581,Dealer B,White,2.0L,2024,362,Standard Sedan
2021-01-23,Toyota Camry,39285,Dealer B,Green,2.5L,2025,222,Sports
2020-06-18,Honda Civic,29565,Dealer B,Blue,3.5L,2022,171,Sports
2021-04-29,BMW 3 Series,32933,Dealer B,Red,3.5L,2020,163,Intermediate Sedan
2023-08-23,Audi A6,24157,Dealer B,Gray,3.0L,2024,378,Premium
2020-03-14,Ford Focus,45303,Dealer B,Green,2.0L,2023,183,Premium
2024-06-04,BMW 5 Series,41567,Dealer B,Blue,2.5L,2024,153,SUV
2024-02-07,Audi A6,28227,Dealer B,Black,2.5L,2023,160,Premium
2022-11-13,Audi A4,30427,Dealer B,Red,2.5L,2022,366,Intermediate Sedan
2024-07-07,Toyota Corolla,53707,Dealer B,White,3.5L,2021,200,Intermediate Sedan
2021-11-10,Toyota Corolla,23832,Dealer B,Gray,2.5L,2024,312,SUV
2023-09-16,BMW 3 Series,32057,Dealer B,Silver,3.5L,2025,393,Sports
2020-12-23,Chevrolet Impala,28236,Dealer B,Red,2.0L,2020,335,Intermediate Sedan
2022-01-20,Ford Focus,39322,Dealer B,Blue,3.5L,2020,181,Sports
2021-12-29,Toyota Corolla,17806,Dealer B,Blue,3.0L,2021,167,Intermediate Sedan
2023-04-08,Chevrolet Impala,28067,Dealer B,Silver,2.5L,2023,195,Sports
2022-12-12,BMW 3 Series,39254,Dealer B,Silver,2.0L,2022,290,Sports
2021-10-26,Honda Civic,22281,Dealer B,Gray,3.5L,2020,242,SUV
2023-09-02,Chevrolet Impala,39846,Dealer B,White,2.0L,2024,340,Intermediate Sedan
2024-06-13,Honda Accord,21667,Dealer B,Red,3.5L,2022,284,Premium
2022-04-11,BMW 3 Series,53185,Dealer B,Blue,2.5L,2021,214,Standard Sedan
2021-02-22,Audi A6,33249,Dealer B,Gray,2.0L,2020,179,Standard Sedan
2024-12-08,Toyota Camry,54646,Dealer B,Black,3.5L,2024,326,SUV
2021-07-24,Honda Accord,25781,Dealer B,White,2.0L,2022,261,Sports
2020-06-04,Honda Civic,16925,Dealer B,White,3.5L,2022,379,Premium
2020-04-18,Audi A4,33840,Dealer B,Silver,2.0L,2024,185,Standard Sedan
2022-08-15,Chevrolet Malibu,17327,Dealer B,Black,2.0L,2024,250,SUV
2025-03-07,Honda Accord,16282,Dealer B,Green,2.5L,2025,327,Premium
2021-04-19,BMW 3 Series,51971,Dealer B,Red,2.5L,2021,241,SUV
2022-09-13,Toyota Corolla,58440,Dealer B,Green,3.0L,2023,196,Premium
2024-01-18,Audi A6,27430,Dealer B,Gray,2.0L,2024,196,Sports
2020-12-14,BMW 3 Series,15950,Dealer B,White,2.0L,2024,210,Standard Sedan
2025-01-29,Audi A6,36027,Dealer B,Blue,3.5L,2025,320,Sports
2020-07-29,BMW 5 Series,22273,Dealer B,Black,3.5L,2022,168,Standard Sedan
2024-05-12,Honda Accord,44131,Dealer B,Blue,3.0L,2025,279,Intermediate Sedan
2022-06-02,Honda Accord,49936,Dealer B,White,2.5L,2023,345,Sports
2024-08-22,Chevrolet Impala,46406,Dealer B,Black,3.5L,2020,248,Intermediate Sedan
2020-02-10,Toyota Camry,45679,Dealer B,Silver,2.0L,2020,254,Standard Sedan
2020-09-06,Honda Civic,57135,Dealer B,White,2.0L,2021,324,Sports
2022-09-02,Audi A6,55277,Dealer B,Silver,3.5L,2025,192,Intermediate Sedan
2024-11-19,Toyota Corolla,47584,Dealer B,Black,3.0L,2021,339,Standard Sedan
2024-10-20,Ford Mustang,56316,Dealer B,Black,2.5L,2024,192,Standard Sedan
2022-04-16,Honda Civic,34002,Dealer B,Red,3.0L,2025,380,Premium
2025-01-14,BMW 5 Series,49766,Dealer B,Green,3.0L,2021,160,Sports
2021-02-19,BMW 5 Series,46362,Dealer B,Silver,3.5L,2020,272,SUV
2020-09-27,Honda Accord,23292,Dealer B,Gray,3.0L,2025,154,Premium
2020-08-22,BMW 5 Series,22952,Dealer B,Silver,2.0L,2020,379,Premium
2024-08-18,Chevrolet Impala,58262,Dealer B,Blue,3.5L,2024,206,Sports
2024-03-20,Audi A6,28429,Dealer B,Blue,3.0L,2023,205,Intermediate Sedan
2024-03-26,Chevrolet Malibu,49287,Dealer B,White,2.5L,2020,170,Intermediate Sedan
2025-01-05,Audi A6,54301,Dealer B,Blue,3.0L,2023,222,Standard Sedan
2023-07-08,Audi A6,53413,Dealer B,Gray,3.5L,2020,260,Sports
2024-11-16,Audi A6,17523,Dealer B,Green,3.5L,2020,159,Sports
2021-09-23,BMW 5 Series,42218,Dealer B,Gray,2.5L,2021,299,Intermediate Sedan
2020-07-04,Toyota Camry,28853,Dealer B,White,2.0L,2025,346,Standard Sedan
2022-11-02,Audi A6,48276,Dealer B,Blue,2.5L,2025,335,Premium
2023-03-06,BMW 5 Series,18222,Dealer B,Green,2.0L,2021,298,SUV
2021-06-30,Honda Civic,16161,Dealer B,Green,3.0L,2021,183,Standard Sedan
2022-05-13,Audi A4,48952,Dealer B,Silver,2.5L,2023,185,Standard Sedan
2020-06-05,Audi A4,34274,Dealer B,Silver,3.0L,2025,326,Intermediate Sedan
2021-06-08,BMW 3 Series,36939,Dealer B,Silver,3.5L,2024,202,Sports
2020-10-22,Ford Mustang,28567,Dealer B,Silver,3.0L,2023,222,SUV
2020-04-06,Ford Mustang,40181,Dealer B,Gray,3.0L,2024,330,Intermediate Sedan
2022-04-04,BMW 5 Series,46555,Dealer B,Blue,2.5L,2022,357,Standard Sedan
2022-04-08,Toyota Corolla,49645,Dealer B,Red,2.0L,2023,230,SUV
2024-04-30,Audi A4,47317,Dealer B,Red,2.5L,2024,208,Intermediate Sedan
2022-12-14,Toyota Corolla,55703,Dealer B,Gray,2.0L,2025,297,Sports
2023-06-16,BMW 3 Series,44865,Dealer B,Red,3.5L,2024,298,SUV
2024-09-13,Ford Mustang,34171,Dealer B,Blue,3.5L,2025,211,Premium
2021-12-17,Audi A6,41614,Dealer B,Red,2.0L,2022,300,SUV
2023-03-16,Toyota Camry,58303,Dealer B,White,3.5L,2022,299,SUV
2023-07-29,Audi A4,30461,Dealer B,Black,3.0L,2022,235,Premium
2020-04-24,Chevrolet Impala,26455,Dealer B,Gray,2.5L,2020,360,SUV
2023-02-10,BMW 5 Series,54793,Dealer B,Blue,3.0L,2025,277,Premium
2022-05-22,Ford Focus,53169,Dealer B,Green,2.0L,2023,247,Premium
2024-12-23,Chevrolet Impala,54431,Dealer B,Black,2.5L,2023,286,Standard Sedan
2025-03-11,Chevrolet Malibu,48262,Dealer B,Black,3.5L,2024,328,Premium
2024-12-16,BMW 5 Series,56067,Dealer B,Black,2.5L,2025,345,Intermediate Sedan
2024-12-26,Ford Focus,21098,Dealer B,White,2.0L,2025,393,Standard Sedan
2021-04-11,Audi A4,39954,Dealer B,Blue,2.5L,2020,311,SUV
2020-02-23,Honda Civic,54813,Dealer B,Black,3.5L,2020,353,Premium
2022-12-04,Ford Focus,56736,Dealer B,Silver,3.0L,2023,383,SUV
2023-09-26,Toyota Camry,47002,Dealer B,Blue,3.0L,2021,319,Standard Sedan
2021-11-09,Toyota Corolla,55314,Dealer B,Silver,2.5L,2021,248,Standard Sedan
2024-02-24,Audi A6,32186,Dealer B,Red,2.0L,2024,169,SUV
2024-04-05,Honda Civic,31922,Dealer B,Blue,3.5L,2024,349,SUV
2020-07-22,Ford Focus,21833,Dealer B,Red,2.5L,2023,386,Intermediate Sedan
2020-10-22,Chevrolet Impala,36443,Dealer B,Silver,3.0L,2022,233,SUV
2024-10-24,Ford Mustang,27895,Dealer B,Red,2.0L,2021,175,Sports
2021-07-19,Chevrolet Impala,22710,Dealer B,Silver,3.0L,2024,193,Standard Sedan
2021-10-19,Ford Mustang,31060,Dealer B,Gray,3.0L,2022,323,Sports
2020-05-21,Audi A4,52764,Dealer B,Silver,3.0L,2021,380,SUV
2021-05-28,BMW 5 Series,28986,Dealer B,Green,2.0L,2021,332,Sports
2023-03-26,BMW 3 Series,22531,Dealer B,White,3.5L,2025,313,Premium
2022-11-30,Honda Civic,17141,Dealer B,Black,2.5L,2025,293,Sports
2022-07-26,Toyota Corolla,45120,Dealer B,Red,3.5L,2024,201,Premium
2022-04-07,Honda Civic,55850,Dealer B,Green,3.5L,2021,374,Standard Sedan
2020-10-24,Audi A6,37581,Dealer B,White,3.5L,2021,341,Premium
2024-06-18,BMW 3 Series,37736,Dealer B,Silver,3.0L,2024,366,Standard Sedan
2023-03-30,Audi A4,49415,Dealer B,White,3.0L,2023,345,Premium
2021-11-12,Audi A4,41491,Dealer B,Red,3.0L,2020,299,SUV
2021-07-25,Ford Mustang,29701,Dealer B,Blue,2.0L,2023,354,SUV
2023-01-31,Audi A6,16404,Dealer B,Green,3.5L,2025,331,Intermediate Sedan
2024-02-06,Honda Civic,44773,Dealer B,Green,3.0L,2020,370,Premium
2020-04-25,Honda Accord,20647,Dealer B,Blue,3.0L,2023,213,Sports
2021-07-31,Toyota Corolla,22966,Dealer B,White,3.5L,2022,287,Intermediate Sedan
2023-05-03,BMW 3 Series,42919,Dealer B,Gray,3.0L,2022,230,SUV
2024-05-09,Audi A6,57730,Dealer B,Red,3.0L,2020,325,Premium
2024-05-13,Chevrolet Malibu,25148,Dealer B,Green,2.0L,2024,183,Premium
2022-02-14,Ford Focus,31119,Dealer B,White,3.0L,2025,202,SUV
2024-06-08,Audi A4,43792,Dealer B,Black,2.0L,2022,203,Premium
2020-06-06,Toyota Corolla,54471,Dealer B,Black,3.5L,2020,300,Sports
2024-10-09,Ford Focus,45489,Dealer B,Gray,2.5L,2022,376,SUV
2024-11-06,Honda Civic,39744,Dealer B,Black,2.0L,2025,256,SUV
2024-09-21,Honda Civic,38088,Dealer B,White,3.0L,2023,316,SUV
2022-09-09,Honda Accord,44704,Dealer B,White,3.0L,2024,371,Standard Sedan
2020-07-10,Audi A6,29332,Dealer B,Black,2.5L,2022,224,Sports
2023-01-31,Toyota Camry,39627,Dealer B,Silver,3.5L,2025,396,Standard Sedan
2020-02-21,Honda Civic,16584,Dealer B,Red,3.5L,2025,158,Intermediate Sedan
2021-03-27,Ford Mustang,47301,Dealer B,Red,2.0L,2024,310,Sports
2024-04-20,Ford Mustang,30601,Dealer B,Red,3.0L,2021,392,Standard Sedan
2022-10-16,Toyota Corolla,45623,Dealer B,White,3.0L,2024,192,Premium
2021-11-23,Ford Focus,19388,Dealer B,White,3.0L,2023,192,Premium
2022-09-12,BMW 3 Series,48149,Dealer B,Blue,2.0L,2022,391,Intermediate Sedan
2021-11-18,Chevrolet Malibu,30779,Dealer B,Silver,3.0L,2024,189,Premium
2022-07-28,BMW 3 Series,45085,Dealer B,Black,2.5L,2022,197,Premium
2021-09-09,Ford Focus,16272,Dealer B,Red,2.5L,2021,364,SUV
2024-04-11,Audi A6,37529,Dealer B,Black,2.5L,2024,266,Standard Sedan
2024-05-10,Toyota Corolla,19201,Dealer B,Red,2.5L,2025,204,Sports
2020-01-06,Honda Accord,21803,Dealer B,Green,3.5L,2025,239,Sports
2020-12-08,Chevrolet Impala,50060,Dealer B,Blue,3.0L,2025,263,Standard Sedan
2022-11-11,Honda Civic,49961,Dealer B,Red,3.0L,2024,363,Standard Sedan
2020-04-14,Chevrolet Impala,58155,Dealer B,White,2.5L,2022,359,Premium
2021-12-11,BMW 3 Series,46086,Dealer B,White,3.0L,2024,232,Intermediate Sedan
2021-12-07,Chevrolet Impala,47308,Dealer B,Green,2.5L,2020,257,Standard Sedan
2020-07-07,Chevrolet Impala,51523,Dealer B,Blue,2.0L,2024,160,Sports
2020-04-08,Chevrolet Malibu,34213,Dealer B,Black,3.5L,2025,249,Sports
2020-11-20,BMW 5 Series,47943,Dealer B,Red,2.0L,2020,252,Intermediate Sedan
2021-04-07,Toyota Corolla,15402,Dealer B,Red,3.5L,2023,215,Intermediate Sedan
2021-04-30,Honda Accord,29573,Dealer B,White,3.0L,2020,164,Standard Sedan
2023-06-04,BMW 3 Series,51635,Dealer B,White,2.5L,2022,379,SUV
2021-01-19,Audi A6,56151,Dealer B,Green,3.5L,2025,209,Standard Sedan
2024-06-01,Audi A4,49052,Dealer B,Silver,2.0L,2023,379,Standard Sedan
2025-01-04,BMW 5 Series,18397,Dealer B,Silver,3.0L,2020,340,SUV
2023-06-21,Ford Mustang,19214,Dealer B,Blue,3.5L,2023,255,Sports
2020-10-27,BMW 3 Series,26568,Dealer B,Green,3.5L,2020,193,Premium
2020-06-27,Chevrolet Impala,53048,Dealer B,White,2.5L,2024,397,Premium
2023-08-12,Chevrolet Malibu,53275,Dealer B,Green,3.0L,2024,199,Premium
